,pretty_formula,final_structure,icsd_ids,spacegroup
30,K3AlI6,"Full Formula (K3 Al1 I6)
Reduced Formula: K3AlI6
abc   :   8.644003   8.644003   8.644003
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75             0
  1  K     0.25      0.25      0.25             0
  2  K     0.5       0.5       0.5              0
  3  Al    0         0         0               -0
  4  I     0.773423  0.226577  0.226577         0
  5  I     0.226577  0.226577  0.773423         0
  6  I     0.226577  0.773423  0.773423         0
  7  I     0.226577  0.773423  0.226577         0
  8  I     0.773423  0.226577  0.773423         0
  9  I     0.773423  0.773423  0.226577         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
31,K3CeI6,"Full Formula (K3 Ce1 I6)
Reduced Formula: K3CeI6
abc   :   9.151687   9.151687   9.151687
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75         0
  1  K     0.25      0.25      0.25        -0
  2  K     0.5       0.5       0.5         -0.001
  3  Ce    0         0         0            0.994
  4  I     0.759196  0.240804  0.240804    -0.007
  5  I     0.240804  0.240804  0.759196    -0.007
  6  I     0.240804  0.759196  0.759196    -0.007
  7  I     0.240804  0.759196  0.240804    -0.007
  8  I     0.759196  0.240804  0.759196    -0.007
  9  I     0.759196  0.759196  0.240804    -0.007",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
32,K3BiI6,"Full Formula (K3 Bi1 I6)
Reduced Formula: K3BiI6
abc   :   9.089725   9.089725   9.089725
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.75      0.75      0.75            -0
  1  K     0.25      0.25      0.25            -0
  2  K     0.5       0.5       0.5             -0
  3  Bi    0         0         0               -0
  4  I     0.760748  0.239252  0.239252         0
  5  I     0.239252  0.239252  0.760748         0
  6  I     0.239252  0.760748  0.760748         0
  7  I     0.239252  0.760748  0.239252         0
  8  I     0.760748  0.239252  0.760748         0
  9  I     0.760748  0.760748  0.239252         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
33,Cs3AlI6,"Full Formula (Cs3 Al1 I6)
Reduced Formula: Cs3AlI6
abc   :   9.045907   9.045907   9.045907
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Cs    0.5       0.5       0.5             -0
  3  Al    0         0         0               -0
  4  I     0.782636  0.217364  0.217364        -0
  5  I     0.217364  0.217364  0.782636        -0
  6  I     0.217364  0.782636  0.782636        -0
  7  I     0.217364  0.782636  0.217364        -0
  8  I     0.782636  0.217364  0.782636        -0
  9  I     0.782636  0.782636  0.217364        -0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
34,Cs3AsI6,"Full Formula (Cs3 As1 I6)
Reduced Formula: Cs3AsI6
abc   :   9.187563   9.187563   9.187563
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Cs    0.5       0.5       0.5             -0
  3  As    0         0         0                0
  4  I     0.778268  0.221732  0.221732         0
  5  I     0.221732  0.221732  0.778268         0
  6  I     0.221732  0.778268  0.778268         0
  7  I     0.221732  0.778268  0.221732         0
  8  I     0.778268  0.221732  0.778268         0
  9  I     0.778268  0.778268  0.221732         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
35,Cs3BiI6,"Full Formula (Cs3 Bi1 I6)
Reduced Formula: Cs3BiI6
abc   :   9.497358   9.497358   9.497358
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Cs    0.75      0.75      0.75            -0
  1  Cs    0.25      0.25      0.25            -0
  2  Cs    0.5       0.5       0.5             -0
  3  Bi    0         0         0               -0
  4  I     0.770115  0.229885  0.229885        -0
  5  I     0.229885  0.229885  0.770115        -0
  6  I     0.229885  0.770115  0.770115        -0
  7  I     0.229885  0.770115  0.229885        -0
  8  I     0.770115  0.229885  0.770115        -0
  9  I     0.770115  0.770115  0.229885        -0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
36,Rb3AlI6,"Full Formula (Rb3 Al1 I6)
Reduced Formula: Rb3AlI6
abc   :   8.827950   8.827950   8.827950
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.75      0.75      0.75             0
  1  Rb    0.25      0.25      0.25             0
  2  Rb    0.5       0.5       0.5              0
  3  Al    0         0         0               -0
  4  I     0.777716  0.222284  0.222284         0
  5  I     0.222284  0.222284  0.777716         0
  6  I     0.222284  0.777716  0.777716         0
  7  I     0.222284  0.777716  0.222284         0
  8  I     0.777716  0.222284  0.777716         0
  9  I     0.777716  0.777716  0.222284         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
37,Rb3AsI6,"Full Formula (Rb3 As1 I6)
Reduced Formula: Rb3AsI6
abc   :   8.977334   8.977334   8.977334
angles:  60.000000  60.000000  60.000000
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.75      0.75      0.75            -0
  1  Rb    0.25      0.25      0.25            -0
  2  Rb    0.5       0.5       0.5             -0
  3  As    0         0         0               -0
  4  I     0.773413  0.226587  0.226587         0
  5  I     0.226587  0.226587  0.773413         0
  6  I     0.226587  0.773413  0.773413         0
  7  I     0.226587  0.773413  0.226587         0
  8  I     0.773413  0.226587  0.773413         0
  9  I     0.773413  0.773413  0.226587         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fm-3m', 'number': 225, 'point_group': 'm-3m', 'crystal_system': 'cubic', 'hall': '-F 4 2 3'}"
38,Rb3Bi2I9,"Full Formula (Rb6 Bi4 I18)
Reduced Formula: Rb3Bi2I9
abc   :   8.596451   8.596451  21.931681
angles:  89.299013  89.299013 119.837922
Sites (28)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Rb    0.997235  0.002765  0.75            -0
  1  Rb    0.666575  0.330867  0.076604        -0
  2  Rb    0.002765  0.997235  0.25            -0
  3  Rb    0.330867  0.666575  0.576604        -0
  4  Rb    0.333425  0.669133  0.923396        -0
  5  Rb    0.669133  0.333425  0.423396        -0
  6  Bi    0.654535  0.323971  0.65621          0
  7  Bi    0.345465  0.676029  0.34379          0
  8  Bi    0.323971  0.654535  0.15621          0
  9  Bi    0.676029  0.345465  0.84379          0
 10  I     0.648366  0.813806  0.07457          0
 11  I     0.351634  0.186194  0.92543          0
 12  I     0.495817  0.99815   0.757157        -0
 13  I     0.18736   0.855609  0.417278         0
 14  I     0.855609  0.18736   0.917278         0
 15  I     0.813806  0.648366  0.57457          0
 16  I     0.81264   0.144391  0.582722         0
 17  I     0.30825   0.149625  0.589623         0
 18  I     0.504183  0.00185   0.242843        -0
 19  I     0.00185   0.504183  0.742843        -0
 20  I     0.144391  0.81264   0.082722         0
 21  I     0.99815   0.495817  0.257157        -0
 22  I     0.496547  0.503453  0.75            -0
 23  I     0.850375  0.69175   0.910377         0
 24  I     0.149625  0.30825   0.089623         0
 25  I     0.69175   0.850375  0.410377         0
 26  I     0.503453  0.496547  0.25             0
 27  I     0.186194  0.351634  0.42543          0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}"
39,K3Bi2I9,"Full Formula (K6 Bi4 I18)
Reduced Formula: K3Bi2I9
abc   :   8.434767   8.434767  21.765723
angles:  86.145434  86.145434 119.307485
Sites (28)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  K     0.986852  0.013148  0.25            -0
  1  K     0.693533  0.343544  0.557234        -0
  2  K     0.013148  0.986852  0.75            -0
  3  K     0.343544  0.693533  0.057234        -0
  4  K     0.306467  0.656456  0.442766        -0
  5  K     0.656456  0.306467  0.942766        -0
  6  Bi    0.632155  0.301712  0.156917        -0
  7  Bi    0.367845  0.698288  0.843083        -0
  8  Bi    0.301712  0.632155  0.656917        -0
  9  Bi    0.698288  0.367845  0.343083        -0
 10  I     0.614316  0.776661  0.559199         0
 11  I     0.385684  0.223339  0.440801         0
 12  I     0.504002  0.99212   0.27966          0
 13  I     0.235382  0.904343  0.918812         0
 14  I     0.904343  0.235382  0.418812         0
 15  I     0.776661  0.614316  0.059199         0
 16  I     0.764618  0.095657  0.081188         0
 17  I     0.264598  0.105312  0.108178         0
 18  I     0.495998  0.00788   0.72034          0
 19  I     0.00788   0.495998  0.22034          0
 20  I     0.095657  0.764618  0.581188         0
 21  I     0.99212   0.504002  0.77966          0
 22  I     0.497184  0.502816  0.25             0
 23  I     0.894688  0.735402  0.391822         0
 24  I     0.105312  0.264598  0.608178         0
 25  I     0.735402  0.894688  0.891822         0
 26  I     0.502816  0.497184  0.75             0
 27  I     0.223339  0.385684  0.940801         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'C2/c', 'number': 15, 'point_group': '2/m', 'crystal_system': 'monoclinic', 'hall': '-C 2yc'}"
40,Ag3SI,"Full Formula (Ag6 S2 I2)
Reduced Formula: Ag3SI
abc   :   7.115598   7.032829   6.990995
angles:  60.979874  59.800331  59.219795
Sites (10)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ag    0.942018  0.942018  0.557983        -0
  1  Ag    0.450919  0.056245  0.943755        -0
  2  Ag    0.952386  0.952386  0.047614        -0
  3  Ag    0.442018  0.442018  0.057983        -0
  4  Ag    0.056245  0.450919  0.549081        -0
  5  Ag    0.554126  0.554126  0.445874        -0
  6  S     0.25718   0.758576  0.241424        -0
  7  S     0.758576  0.25718   0.74282         -0
  8  I     0.994992  0.496541  0.005008        -0
  9  I     0.496541  0.994992  0.503459        -0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Fmm2', 'number': 42, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'F 2 -2'}"
41,BaSrI4,"Full Formula (Ba4 Sr4 I16)
Reduced Formula: BaSrI4
abc   :  10.268610  11.217155  11.218412
angles:  90.000000  90.000000  90.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.234264  0.248971  0.25            -0
  1  Ba    0.265736  0.748971  0.75            -0
  2  Ba    0.734264  0.251029  0.25            -0
  3  Ba    0.765736  0.751029  0.75            -0
  4  Sr    0.010382  0.759266  0.25             0
  5  Sr    0.489618  0.259266  0.75             0
  6  Sr    0.510382  0.740734  0.25             0
  7  Sr    0.989618  0.240734  0.75             0
  8  I     0.014973  0.768646  0.955287         0
  9  I     0.014973  0.768646  0.544713         0
 10  I     0.230745  0.439152  0.75             0
 11  I     0.250691  0.560335  0.25             0
 12  I     0.249309  0.060335  0.75             0
 13  I     0.269255  0.939152  0.25             0
 14  I     0.485027  0.268646  0.044713         0
 15  I     0.485027  0.268646  0.455287         0
 16  I     0.514973  0.731354  0.955287         0
 17  I     0.514973  0.731354  0.544713         0
 18  I     0.730745  0.060848  0.75             0
 19  I     0.750691  0.939665  0.25             0
 20  I     0.749309  0.439665  0.75             0
 21  I     0.769255  0.560848  0.25             0
 22  I     0.985027  0.231354  0.455287         0
 23  I     0.985027  0.231354  0.044713         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnma', 'number': 62, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2ac 2n'}"
42,BaSrI4,"Full Formula (Ba2 Sr2 I8)
Reduced Formula: BaSrI4
abc   :  10.058756  10.058756  10.058756
angles: 131.716241 131.716241  70.677565
Sites (12)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.5       0.5       0                0
  1  Ba    0.25      0.75      0.5              0
  2  Sr    0.75      0.25      0.5             -0
  3  Sr    0         0         0               -0
  4  I     0.640012  0.62845   0.507008         0
  5  I     0.866996  0.359988  0.988438         0
  6  I     0.37155   0.878558  0.011562         0
  7  I     0.628558  0.116996  0.007008         0
  8  I     0.121442  0.133004  0.492992         0
  9  I     0.37845   0.371442  0.488438         0
 10  I     0.883004  0.890012  0.511562         0
 11  I     0.109988  0.62155   0.992992         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'I4_1/a', 'number': 88, 'point_group': '4/m', 'crystal_system': 'tetragonal', 'hall': 'I 4bw -1bw'}"
43,BaSrI4,"Full Formula (Ba1 Sr1 I4)
Reduced Formula: BaSrI4
abc   :   5.807091   5.807091   8.251028
angles:  90.000000  90.000000  90.000000
Sites (6)
  #  SP      a    b         c    magmom
---  ----  ---  ---  --------  --------
  0  Ba    0.5  0.5  0               -0
  1  Sr    0    0    0.5             -0
  2  I     0    0.5  0.257945         0
  3  I     0.5  0    0.257945         0
  4  I     0    0.5  0.742055         0
  5  I     0.5  0    0.742055         0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'P4/mmm', 'number': 123, 'point_group': '4/mmm', 'crystal_system': 'tetragonal', 'hall': '-P 4 2'}"
44,BaSrI4,"Full Formula (Ba4 Sr4 I16)
Reduced Formula: BaSrI4
abc   :   8.218740   8.391433  16.719527
angles:  90.000000  90.000000  90.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.300926  0.739069  0.006001         0
  1  Ba    0.800926  0.239069  0.493999         0
  2  Ba    0.300926  0.760931  0.506001         0
  3  Ba    0.800926  0.260931  0.993999         0
  4  Sr    0.31505   0.195636  0.246008         0
  5  Sr    0.81505   0.695636  0.253992         0
  6  Sr    0.31505   0.304364  0.746008         0
  7  Sr    0.81505   0.804364  0.753992         0
  8  I     0.540936  0.026034  0.10856         -0
  9  I     0.046226  0.943731  0.144415        -0
 10  I     0.583815  0.525522  0.116208        -0
 11  I     0.075847  0.443525  0.141911        -0
 12  I     0.575847  0.943525  0.358089        -0
 13  I     0.083815  0.025522  0.383792        -0
 14  I     0.546226  0.443731  0.355585        -0
 15  I     0.040936  0.526034  0.39144         -0
 16  I     0.540936  0.473966  0.60856         -0
 17  I     0.046226  0.556269  0.644415        -0
 18  I     0.583815  0.974478  0.616208        -0
 19  I     0.075847  0.056475  0.641911        -0
 20  I     0.575847  0.556475  0.858089        -0
 21  I     0.083815  0.474478  0.883792        -0
 22  I     0.546226  0.056269  0.855585        -0
 23  I     0.040936  0.973966  0.89144         -0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pna2_1', 'number': 33, 'point_group': 'mm2', 'crystal_system': 'orthorhombic', 'hall': 'P 2c -2n'}"
45,BaSrI4,"Full Formula (Ba4 Sr4 I16)
Reduced Formula: BaSrI4
abc   :  10.371915  10.777724  10.959937
angles:  90.000000  90.000000  90.000000
Sites (24)
  #  SP           a         b         c    magmom
---  ----  --------  --------  --------  --------
  0  Ba    0.75      0.196771  0.75             0
  1  Ba    0.25      0.303229  0.75             0
  2  Ba    0.75      0.696771  0.25             0
  3  Ba    0.25      0.803229  0.25             0
  4  Sr    0         0.25      0.264427        -0
  5  Sr    0.5       0.25      0.235573        -0
  6  Sr    0         0.75      0.735573        -0
  7  Sr    0.5       0.75      0.764427        -0
  8  I     0.038673  0.050344  0.72829          0
  9  I     0.461327  0.050344  0.77171          0
 10  I     0.236222  0.208168  0.060756         0
 11  I     0.263778  0.208168  0.439244         0
 12  I     0.763778  0.291832  0.060756         0
 13  I     0.736222  0.291832  0.439244         0
 14  I     0.538673  0.449656  0.77171          0
 15  I     0.961327  0.449656  0.72829          0
 16  I     0.038673  0.550344  0.27171          0
 17  I     0.461327  0.550344  0.22829          0
 18  I     0.263778  0.708168  0.560756         0
 19  I     0.236222  0.708168  0.939244         0
 20  I     0.736222  0.791832  0.560756         0
 21  I     0.763778  0.791832  0.939244         0
 22  I     0.538673  0.949656  0.22829          0
 23  I     0.961327  0.949656  0.27171          0",[],"{'symprec': 0.1, 'source': 'spglib', 'symbol': 'Pnna', 'number': 52, 'point_group': 'mmm', 'crystal_system': 'orthorhombic', 'hall': '-P 2a 2bc'}"
